Geneid,LNCAP_Hypoxia_S2,PC3_Normoxia_S2,LNCAP_Hypoxia_S1,LNCAP_Normoxia_S2,PC3_Normoxia_S1,PC3_Hypoxia_S2,PC3_Hypoxia_S1,LNCAP_Normoxia_S1
ENSG00000148288,0,0,0,1,0,0,0,0
ENSG00000148290,829,190,732,1229,93,58,163,958
ENSG00000148291,795,223,572,877,84,48,140,741
ENSG00000148296,3227,167,2711,3450,81,37,100,3045
ENSG00000148297,1774,451,1578,1611,153,116,314,1708
ENSG00000148300,2889,656,2115,2331,240,151,624,2395
ENSG00000148303,43016,7355,36653,57223,2736,2402,6615,49542
ENSG00000148308,2237,1165,2108,1683,484,311,922,1652
ENSG00000148331,960,522,914,686,218,149,403,674
ENSG00000148334,2322,958,1862,1849,374,210,567,1790
ENSG00000148335,680,469,566,620,197,91,299,559
ENSG00000148337,4819,2898,4409,3972,993,910,2689,3917
ENSG00000148339,1410,269,1148,1160,107,60,227,1001
ENSG00000148341,7191,402,6925,3854,144,87,230,3331
ENSG00000148343,821,206,678,875,88,41,115,590
ENSG00000148344,8,2705,9,10,1150,563,1417,12
ENSG00000148346,17,33,9,23,11,12,33,30
ENSG00000148356,1669,173,1423,1312,74,55,143,1133
ENSG00000148357,14,1,21,8,1,1,2,8
ENSG00000148358,4963,2468,4380,4294,935,962,2863,4903
ENSG00000148377,0,0,1,0,0,0,0,1
ENSG00000148384,453,238,405,396,96,67,164,358
ENSG00000148386,7,0,5,0,0,0,0,0
ENSG00000148396,7787,1636,6779,5820,648,843,2392,6222
ENSG00000148399,1127,199,860,984,57,44,142,910
ENSG00000148400,1715,327,1416,1212,112,66,181,1290
ENSG00000148408,38,0,27,16,0,0,0,7
ENSG00000148411,1875,561,1560,1129,196,126,406,1465
ENSG00000148426,186,158,196,348,59,154,398,345
ENSG00000148429,1471,896,1256,935,310,348,1132,1226
ENSG00000148444,656,183,644,448,62,63,162,523
ENSG00000148450,692,361,588,956,153,89,230,901
ENSG00000148459,389,206,309,424,67,33,134,526
ENSG00000148468,1028,783,889,740,330,289,769,834
ENSG00000148481,2847,778,2211,2346,270,269,830,3071
ENSG00000148482,0,0,0,5,0,0,0,2
ENSG00000148483,7,12,6,7,6,9,20,12
ENSG00000148484,2344,2170,1981,2562,686,507,1693,2925
ENSG00000148488,17,0,36,7,0,0,1,2
ENSG00000148498,444,5993,344,256,2174,1790,5340,291
ENSG00000148513,0,8,1,0,0,1,4,0
ENSG00000148516,15,1602,13,17,576,605,1762,4
ENSG00000148541,52,59,70,23,34,37,101,28
ENSG00000148572,761,745,704,539,272,261,799,676
ENSG00000148584,4,0,3,4,0,0,0,2
ENSG00000148600,9,34,8,6,12,6,28,0
ENSG00000148602,0,0,0,0,0,0,0,0
ENSG00000148604,0,0,0,0,0,0,0,0
ENSG00000148606,2790,2109,2250,1890,759,533,1554,2213
ENSG00000148634,2506,2836,2075,1720,1084,1070,3320,2318
ENSG00000148655,4,30,4,5,10,8,20,2
ENSG00000148660,2031,2019,1867,1292,809,661,1914,1331
ENSG00000148671,0,159,0,0,68,40,80,0
ENSG00000148672,7849,1010,6443,4062,371,381,1056,5052
ENSG00000148677,36,418,21,4,154,23,87,1
ENSG00000148680,12,109,12,18,35,25,77,26
ENSG00000148688,1091,1012,916,1216,366,243,766,1270
ENSG00000148690,1120,518,1159,1453,183,176,471,1624
ENSG00000148700,9426,3171,8694,6885,1120,1043,3159,9600
ENSG00000148702,2,0,1,1,0,0,0,1
ENSG00000148704,17,113,21,16,61,50,125,13
ENSG00000148719,2219,583,1667,1962,205,213,622,2321
ENSG00000148730,9461,9780,8778,7706,3452,4345,11562,8099
ENSG00000148734,1,0,0,0,0,0,1,0
ENSG00000148735,42,10,25,46,5,2,2,67
ENSG00000148737,1495,380,1480,1044,131,164,445,1222
ENSG00000148773,12560,7653,10952,8608,2403,2089,6787,10892
ENSG00000148795,8,2,3,0,0,0,0,1
ENSG00000148798,0,0,1,0,0,0,1,1
ENSG00000148803,91,129,72,96,44,41,94,86
ENSG00000148814,684,77,622,424,28,30,73,478
ENSG00000148824,468,75,447,317,38,16,67,225
ENSG00000148826,0,0,0,0,0,0,0,1
ENSG00000148832,6,2,8,7,2,2,3,2
ENSG00000148834,735,129,567,785,40,43,80,625
ENSG00000148835,1265,767,1028,761,298,228,825,1040
ENSG00000148840,2660,1049,2351,2541,349,239,627,2339
ENSG00000148841,360,333,247,188,127,93,324,222
ENSG00000148842,649,209,594,694,70,83,243,770
ENSG00000148843,3591,310,2768,3844,119,55,145,4202
ENSG00000148848,119,1617,171,62,639,1290,3534,40
ENSG00000148908,612,467,558,1009,172,132,328,780
ENSG00000148925,2630,313,2162,1940,95,125,412,2366
ENSG00000148926,41,70,51,6,40,841,2227,11
ENSG00000148935,58,9,26,70,0,1,8,89
ENSG00000148942,0,1,1,0,2,0,1,2
ENSG00000148943,1820,665,1618,1249,207,208,608,1637
ENSG00000148948,28,3,33,17,0,0,2,19
ENSG00000148950,450,103,397,545,41,36,94,484
ENSG00000148965,0,0,0,0,0,0,0,0
ENSG00000148985,676,275,564,894,106,68,148,851
ENSG00000149016,451,99,433,641,37,25,65,590
ENSG00000149021,0,0,0,0,0,0,0,0
ENSG00000149043,4,4,1,0,0,2,1,0
ENSG00000149050,338,140,311,209,46,31,105,256
ENSG00000149054,517,86,413,360,23,38,101,469
ENSG00000149084,2148,935,1818,1602,354,318,971,2124
ENSG00000149089,917,425,882,838,164,127,290,814
ENSG00000149090,0,3,0,0,1,0,0,0
ENSG00000149091,911,661,805,826,259,207,565,741
ENSG00000149100,8969,3384,7808,8952,1360,1179,3349,9878
ENSG00000149115,7649,352,7086,7287,141,133,376,5978
ENSG00000149124,0,1,1,0,0,0,0,0
ENSG00000149131,4,6,0,1,4,4,6,0
ENSG00000149133,0,0,0,0,0,0,0,0
ENSG00000149136,18130,4846,15339,14775,1687,1492,4770,16578
ENSG00000149150,643,179,596,1372,55,20,53,1109
ENSG00000149177,2700,2712,2381,1224,1042,772,2272,1416
ENSG00000149179,610,172,626,586,84,72,182,502
ENSG00000149182,1150,618,996,1264,283,156,306,1228
ENSG00000149187,6792,2010,5904,6248,814,654,1978,6358
ENSG00000149196,821,1,781,1065,0,0,0,935
ENSG00000149201,38,0,19,53,0,0,0,48
ENSG00000149212,12028,296,11401,6823,94,123,356,9073
ENSG00000149218,26618,1315,22021,16810,545,266,795,21741
ENSG00000149231,478,743,394,317,275,351,957,368
ENSG00000149243,217,32,177,308,10,3,16,234
ENSG00000149256,54,1002,70,17,369,458,1281,13
ENSG00000149257,1,4082,1,4,1594,1395,3905,0
ENSG00000149260,749,432,725,553,191,159,495,570
ENSG00000149262,977,781,974,907,295,220,634,1111
ENSG00000149269,387,696,404,613,266,174,554,727
ENSG00000149273,36984,22476,32529,47511,9047,7183,20788,39315
ENSG00000149289,89,898,76,204,315,370,1299,243
ENSG00000149292,1038,97,839,1045,46,27,73,1166
ENSG00000149294,58,504,75,25,198,141,434,18
ENSG00000149295,3,19,2,1,7,4,12,0
ENSG00000149300,3,2,3,0,0,0,0,3
ENSG00000149305,23,0,31,2,0,0,0,3
ENSG00000149308,1110,1254,922,706,470,478,1372,998
ENSG00000149311,1905,2038,1633,1528,767,731,2197,1960
ENSG00000149313,1650,1290,1426,1751,483,364,907,2322
ENSG00000149328,1856,455,1449,1144,208,163,430,1118
ENSG00000149346,1553,1453,1168,1344,538,444,1169,1689
ENSG00000149357,3045,1827,2683,3507,679,377,1009,2943
ENSG00000149380,7,104,5,10,31,24,59,7
ENSG00000149403,12,28,4,3,17,10,33,1
ENSG00000149418,9087,246,8246,7680,91,59,199,7255
ENSG00000149428,13650,5606,11592,11380,2052,1562,4467,11783
ENSG00000149435,3,0,2,0,0,0,0,1
ENSG00000149443,0,0,0,0,0,0,0,0
ENSG00000149451,1,108,1,2,50,26,46,2
ENSG00000149452,0,0,0,0,0,0,0,0
ENSG00000149474,1602,1028,1255,1013,325,239,711,1158
ENSG00000149476,2621,403,2271,2728,155,143,255,2396
ENSG00000149480,8058,3978,7243,5435,1558,1055,3323,5792
ENSG00000149483,873,1231,752,968,471,236,642,922
ENSG00000149485,9911,5581,8980,6308,1969,2292,5955,7370
ENSG00000149488,0,0,0,1,0,0,1,0
ENSG00000149489,99,38,94,91,23,18,42,77
ENSG00000149499,545,328,467,483,128,99,236,437
ENSG00000149503,4323,627,3933,2789,231,174,507,3021
ENSG00000149506,5,0,6,17,1,2,5,19
ENSG00000149507,0,0,0,0,0,0,0,0
ENSG00000149516,0,0,0,0,0,0,0,0
ENSG00000149527,339,6,309,172,7,5,14,239
ENSG00000149531,0,0,0,0,0,0,0,0
ENSG00000149532,8031,2285,6954,5367,730,796,2324,5514
ENSG00000149534,1,0,0,0,0,0,0,1
ENSG00000149541,482,222,425,1002,106,58,138,561
ENSG00000149547,11030,2712,9380,9167,946,1004,2706,9835
ENSG00000149548,722,603,552,774,251,204,573,1004
ENSG00000149554,1765,1005,1423,1301,337,281,926,1681
ENSG00000149557,51,126,50,54,58,46,93,32
ENSG00000149564,57,68,43,31,29,28,59,29
ENSG00000149571,0,109,1,1,34,31,90,0
ENSG00000149573,2132,302,1963,1371,111,140,439,1562
ENSG00000149575,0,6,0,0,3,0,0,0
ENSG00000149577,1256,189,1105,1335,80,67,167,1264
ENSG00000149582,1554,237,1262,1359,99,60,186,1131
ENSG00000149591,124,35,89,116,11,8,16,142
ENSG00000149596,26,83,24,0,29,20,43,3
ENSG00000149599,4,9,8,2,3,0,5,2
ENSG00000149600,992,960,887,1128,345,249,720,994
ENSG00000149609,29,15,23,41,7,3,9,39
ENSG00000149633,0,26,0,1,9,21,50,1
ENSG00000149634,22,5,8,6,1,1,5,22
ENSG00000149635,0,0,0,0,0,0,0,0
ENSG00000149636,1241,1392,1029,924,511,465,1375,1316
ENSG00000149639,7003,3268,6294,7151,1134,777,2351,7311
ENSG00000149646,214,86,178,240,19,21,56,290
ENSG00000149651,0,0,0,0,0,0,0,0
ENSG00000149654,1,11,1,0,0,2,12,0
ENSG00000149656,0,0,0,0,0,0,0,0
ENSG00000149657,3648,804,3184,2452,350,322,901,2718
ENSG00000149658,3278,3445,2835,2498,1336,740,2199,2903
ENSG00000149679,1368,679,1273,604,248,276,789,647
ENSG00000149716,971,324,888,774,121,63,210,812
ENSG00000149735,16,1,7,14,0,0,0,10
ENSG00000149742,0,0,0,0,0,0,0,0
ENSG00000149743,555,199,521,371,78,77,191,339
ENSG00000149761,535,276,467,491,137,95,233,375
ENSG00000149781,78,28,63,53,17,8,38,40
ENSG00000149782,1422,823,1216,894,344,311,899,919
ENSG00000149792,5495,2562,4346,4904,853,632,1746,5489
ENSG00000149798,0,3,0,0,2,1,3,0
ENSG00000149806,3577,1651,2989,4938,585,369,1021,4092
ENSG00000149809,894,333,748,2877,154,65,151,1799
ENSG00000149823,1345,581,1204,1314,245,166,457,1002
ENSG00000149922,171,22,175,43,5,10,12,57
ENSG00000149923,1760,913,1530,1611,433,255,731,1337
ENSG00000149925,10212,534,9953,1876,290,406,937,1796
ENSG00000149926,39,16,32,20,5,3,7,19
ENSG00000149927,203,154,203,242,57,28,74,245
ENSG00000149929,4602,119,4216,3141,66,27,112,3374
ENSG00000149930,4390,1889,3929,3266,688,580,1618,3298
ENSG00000149932,1363,86,1123,1472,40,35,81,1190
ENSG00000149948,0,1270,0,0,455,596,1689,0
ENSG00000149968,1,2,0,0,1,0,1,0
ENSG00000149970,782,231,694,370,89,74,216,512
ENSG00000149972,41,2,45,108,1,0,0,107
ENSG00000150045,0,0,0,3,0,0,0,7
ENSG00000150048,50,0,42,16,0,0,0,28
ENSG00000150051,0,57,0,1,19,5,37,0
ENSG00000150054,631,472,585,560,182,152,507,657
ENSG00000150093,36239,54332,31586,17198,19931,24961,77519,21276
ENSG00000150175,0,0,0,0,0,0,0,0
ENSG00000150201,0,0,0,0,0,0,0,0
ENSG00000150244,20,0,18,2,0,0,0,4
ENSG00000150261,0,0,0,0,0,0,0,0
ENSG00000150269,0,0,0,0,0,0,0,0
ENSG00000150275,2,2,2,3,1,3,15,8
ENSG00000150276,0,0,0,0,0,0,0,0
ENSG00000150281,0,59,4,5,19,22,38,4
ENSG00000150316,2163,608,1984,2352,242,169,596,2648
ENSG00000150337,0,0,0,0,0,1,0,0
ENSG00000150347,4935,2101,3945,2338,735,649,2005,2700
ENSG00000150361,1214,2,980,1955,0,0,0,2481
ENSG00000150394,24,88,18,7,28,32,95,18
ENSG00000150401,858,158,746,446,39,66,216,567
ENSG00000150403,3097,1306,2755,3946,484,555,1643,4121
ENSG00000150433,1068,368,844,1194,142,111,269,1548
ENSG00000150455,868,282,748,770,103,95,204,984
ENSG00000150456,336,116,269,393,48,38,99,307
ENSG00000150457,409,400,349,274,140,125,356,294
ENSG00000150459,4598,1286,3869,5512,547,405,1224,5508
ENSG00000150471,3,40,0,6,17,18,27,5
ENSG00000150477,353,184,362,323,71,70,239,389
ENSG00000150510,199,97,147,89,33,30,108,94
ENSG00000150527,1782,926,1506,1735,398,280,867,2015
ENSG00000150540,5,110,5,5,40,27,93,4
ENSG00000150551,1,2555,1,5,974,1034,3023,6
ENSG00000150556,18,9,33,20,1,0,2,17
ENSG00000150593,13547,495,12257,11065,172,163,520,11225
ENSG00000150594,5097,2,4736,201,1,2,1,157
ENSG00000150625,0,22,0,1,6,11,15,3
ENSG00000150627,39,90,25,49,31,15,48,71
ENSG00000150628,38,6,33,22,1,6,23,35
ENSG00000150630,1,489,0,0,148,255,807,0
ENSG00000150636,40,185,38,56,72,62,221,60
ENSG00000150637,0,8,1,3,4,6,12,6
ENSG00000150656,38,1,30,12,0,0,0,18
ENSG00000150667,403,15,384,191,4,2,15,248
ENSG00000150672,1425,115,1213,393,42,35,90,490
ENSG00000150676,574,2,629,239,0,0,1,223
ENSG00000150681,0,0,0,0,0,0,0,0
ENSG00000150687,291,12,227,391,2,3,12,446
ENSG00000150712,3102,1772,2627,2468,624,604,1635,2804
ENSG00000150722,7,24,4,10,10,10,41,12
ENSG00000150732,0,0,0,0,0,0,0,0
ENSG00000150750,0,0,0,0,0,0,0,0
ENSG00000150753,18214,12715,14971,16860,4926,3718,11722,19488
ENSG00000150756,848,266,689,741,94,67,221,692
ENSG00000150760,2347,703,2163,1767,282,212,842,2243
ENSG00000150764,335,424,337,263,128,84,248,305
ENSG00000150768,4792,1602,4151,3638,618,427,1423,4563
ENSG00000150773,194,33,159,137,15,11,32,194
ENSG00000150776,3167,1147,2820,2920,432,349,1059,3713
ENSG00000150779,1482,440,1222,2044,186,134,340,1580
ENSG00000150782,4,613,1,7,207,148,601,9
ENSG00000150783,0,0,1,0,0,0,0,0
ENSG00000150787,1137,121,991,1203,54,39,109,1314
ENSG00000150867,1254,203,1077,1030,60,34,147,1221
ENSG00000150873,2,4,6,4,0,0,3,6
ENSG00000150893,0,103,0,1,38,16,54,3
ENSG00000150907,623,162,495,438,44,45,107,542
ENSG00000150938,256,1964,270,278,685,773,2416,286
ENSG00000150961,2937,1013,2691,2238,324,604,1720,2774
ENSG00000150967,333,105,242,233,42,35,96,212
ENSG00000150977,790,38,718,496,18,4,21,445
ENSG00000150990,1177,383,924,790,161,91,346,840
ENSG00000150991,8074,98,6978,7378,32,30,76,6064
ENSG00000150995,1491,294,1255,823,109,438,1417,1073
ENSG00000151005,0,0,0,0,1,0,0,1
ENSG00000151006,299,78,271,94,26,51,121,132
ENSG00000151012,2233,820,2229,4372,315,88,380,4830
ENSG00000151014,219,167,172,202,74,98,240,237
ENSG00000151023,44,9,36,38,6,6,8,56
ENSG00000151025,13427,11,10591,6442,4,2,4,8824
ENSG00000151033,0,0,0,0,0,0,0,0
ENSG00000151062,4,23,10,2,4,4,21,3
ENSG00000151065,1566,398,1428,1330,137,99,240,1611
ENSG00000151067,18,11,10,9,4,8,13,3
ENSG00000151079,0,0,2,0,0,0,0,1
ENSG00000151090,4366,452,3635,3347,125,141,524,4173
ENSG00000151092,1977,1576,1747,1539,628,736,2227,1938
ENSG00000151093,1112,230,1002,833,73,153,445,944
ENSG00000151116,3375,991,3091,2219,366,453,1422,2772
ENSG00000151117,309,8,313,162,1,1,3,162
ENSG00000151131,671,519,632,1001,183,88,250,1098
ENSG00000151135,4628,1573,4035,3435,569,874,2618,4082
ENSG00000151136,93,1509,83,38,495,337,884,43
ENSG00000151148,2200,1074,1893,2402,438,414,1005,2560
ENSG00000151150,9562,1856,8646,11446,635,381,1230,13631
ENSG00000151151,501,767,464,372,268,776,2275,460
ENSG00000151164,70,20,59,45,11,5,17,61
ENSG00000151176,6953,2068,6864,6585,598,627,1912,6219
ENSG00000151208,9212,1410,7944,5350,571,394,1049,6004
ENSG00000151224,48,0,47,113,0,0,0,83
ENSG00000151229,116,432,89,97,170,183,618,87
ENSG00000151233,1573,983,1408,1297,358,361,1074,1746
ENSG00000151239,6724,2343,6297,4128,852,1158,3825,5057
ENSG00000151240,1026,91,797,530,31,39,110,619
ENSG00000151247,6299,833,4830,5450,295,271,867,5840
ENSG00000151276,4036,138,3599,1859,48,24,138,2179
ENSG00000151287,837,36,695,575,12,9,24,686
ENSG00000151292,2539,1489,2054,1807,541,488,1563,2131
ENSG00000151303,9,3,25,3,2,1,2,2
ENSG00000151304,1086,367,962,909,142,103,277,1318
ENSG00000151320,269,147,232,189,50,42,83,233
ENSG00000151322,2,34,0,0,13,5,15,0
ENSG00000151327,6532,621,5836,3353,235,186,514,4018
ENSG00000151332,1322,438,1152,838,172,133,464,1155
ENSG00000151338,2825,623,2462,2115,201,191,534,2902
ENSG00000151348,1350,2273,1139,1347,865,750,2306,1197
ENSG00000151353,1145,395,983,987,145,176,429,978
ENSG00000151360,6,0,4,6,0,0,0,0
ENSG00000151364,7,95,8,2,44,36,89,9
ENSG00000151365,83,0,63,25,0,0,0,59
ENSG00000151366,921,1041,879,1264,330,388,1168,970
ENSG00000151376,0,0,0,0,0,0,0,0
ENSG00000151379,0,0,0,1,0,0,0,0
ENSG00000151388,15,23,14,16,10,5,14,8
ENSG00000151413,748,189,651,860,66,56,143,917
ENSG00000151414,2997,366,2810,2198,142,213,628,2779
ENSG00000151418,0,0,0,0,0,0,0,0
ENSG00000151422,1254,1259,1126,637,457,584,1942,864
ENSG00000151445,1894,649,1916,2308,256,180,439,2315
ENSG00000151458,1278,1064,1176,761,350,297,1124,1047
ENSG00000151461,4877,905,3824,3951,326,229,940,4988
ENSG00000151465,7214,2568,6158,5748,911,726,2492,6408
ENSG00000151466,558,510,492,612,147,150,474,753
ENSG00000151468,5,0,5,6,1,0,1,5
ENSG00000151470,908,197,848,912,66,78,205,1060
ENSG00000151474,34,1458,27,27,515,585,1897,38
ENSG00000151475,0,0,0,0,0,0,0,0
ENSG00000151490,1,0,0,0,0,1,0,1
ENSG00000151491,444,1092,337,398,363,295,858,441
ENSG00000151498,2041,187,1801,1180,93,81,200,1177
ENSG00000151500,2528,623,2074,1736,247,137,392,1814
ENSG00000151502,4237,353,3660,2957,128,103,281,2989
ENSG00000151503,9443,2317,7655,4995,829,697,2239,6246
ENSG00000151532,1190,548,1062,823,234,177,614,949
ENSG00000151552,1220,418,1086,1536,169,111,330,1503
ENSG00000151553,2304,744,2040,1836,302,257,686,2369
ENSG00000151572,4,3,2,5,2,3,3,2
ENSG00000151575,252,127,279,270,42,40,81,361
ENSG00000151576,1481,1857,1153,1470,717,425,1197,1862
ENSG00000151577,0,0,1,0,0,0,0,0
ENSG00000151611,1263,204,1089,923,92,48,113,1113
ENSG00000151612,2302,1359,1917,1223,421,545,1577,1413
ENSG00000151615,0,0,0,0,0,0,0,0
ENSG00000151617,2,115,0,5,47,38,103,6
ENSG00000151623,560,68,404,367,24,9,63,444
ENSG00000151631,0,0,0,0,0,0,0,0
ENSG00000151632,40,3,40,21,2,0,3,13
ENSG00000151640,1140,29,995,293,6,57,141,241
ENSG00000151650,0,0,0,0,0,0,1,0
ENSG00000151651,227,1121,154,141,502,861,2158,127
ENSG00000151655,0,1,0,0,0,0,0,0
ENSG00000151657,809,151,742,697,45,36,126,929
ENSG00000151665,486,240,348,446,90,77,177,535
ENSG00000151687,78,20,74,81,9,6,15,113
ENSG00000151689,35,502,20,4,193,127,457,3
ENSG00000151690,2119,683,2008,1798,245,182,503,1994
ENSG00000151692,653,299,625,427,108,98,268,457
ENSG00000151693,1321,1864,1219,1284,691,566,1854,1458
ENSG00000151694,1522,2363,1330,843,877,1083,3348,1039
ENSG00000151702,2,60,3,3,21,7,31,9
ENSG00000151704,0,1,0,1,1,0,0,1
ENSG00000151715,196,19,232,165,11,25,119,195
ENSG00000151718,266,544,283,201,214,209,710,248
ENSG00000151725,2155,2017,1886,2369,764,701,1986,3486
ENSG00000151726,9726,690,8667,8285,264,203,571,10282
ENSG00000151729,3364,131,3072,2307,37,42,106,2209
ENSG00000151743,395,91,339,279,33,37,86,256
ENSG00000151746,1762,277,1479,1676,95,109,291,2069
ENSG00000151748,1711,1583,1423,1133,634,771,2070,1306
ENSG00000151773,65,373,62,147,121,147,329,164
ENSG00000151778,0,0,0,0,0,0,0,0
ENSG00000151779,1528,1165,1290,906,436,442,1335,1148
ENSG00000151789,0,291,1,0,83,61,265,0
ENSG00000151790,0,4,2,0,0,4,3,1
ENSG00000151806,4063,629,3349,4455,225,171,506,5033
ENSG00000151812,5,0,3,1,1,0,1,0
ENSG00000151834,29,12,40,6,5,40,88,1
ENSG00000151835,5339,8381,4130,1806,3097,2498,8429,2591
ENSG00000151838,6,1,1,1,2,2,2,1
ENSG00000151846,0,0,0,0,0,0,0,0
ENSG00000151849,1337,1525,1182,756,561,447,1727,1098
ENSG00000151876,389,156,362,349,41,21,88,437
ENSG00000151881,489,357,500,546,116,108,292,696
ENSG00000151882,2,239,5,2,81,241,521,6
ENSG00000151883,531,484,382,495,173,162,449,571
ENSG00000151892,0,132,0,4,41,32,81,0
ENSG00000151893,1955,1585,1667,1319,558,521,1627,1471
ENSG00000151914,975,7116,925,738,2485,3870,13496,898
ENSG00000151917,12,112,9,39,27,44,123,44
ENSG00000151923,5848,1306,5123,3894,483,484,1486,4586
ENSG00000151929,3820,334,3364,3340,137,98,347,3647
ENSG00000151948,1,2,0,6,0,0,0,1
ENSG00000151952,0,0,0,0,0,0,0,0
ENSG00000151962,3,0,0,0,0,0,0,0
ENSG00000151963,13,8,14,14,2,2,1,12
ENSG00000151967,2,84,4,1,21,59,194,0
ENSG00000152034,7,0,3,1,0,0,0,10
ENSG00000152049,0,0,4,3,0,1,1,0
ENSG00000152056,516,178,470,385,58,57,140,444
ENSG00000152061,924,146,766,799,56,53,133,1016
ENSG00000152076,99,88,77,108,52,28,90,46
ENSG00000152078,853,776,819,391,287,301,866,548
ENSG00000152082,828,529,710,1156,249,192,435,737
ENSG00000152086,297,0,236,107,0,0,0,133
ENSG00000152092,18,0,10,30,1,0,0,15
ENSG00000152093,0,0,0,0,0,0,0,0
ENSG00000152102,11444,2557,10204,7530,968,936,2431,8530
ENSG00000152104,497,671,447,391,280,265,794,457
ENSG00000152117,0,0,0,0,0,0,0,0
ENSG00000152127,3404,3562,2900,2297,1302,1717,5218,2632
ENSG00000152128,35,119,24,21,53,33,94,19
ENSG00000152133,1511,329,1295,1091,114,68,275,1515
ENSG00000152137,1152,623,955,379,227,158,505,549
ENSG00000152147,1588,987,1270,1571,334,174,504,1947
ENSG00000152154,9,1,14,29,1,0,0,17
ENSG00000152192,251,0,188,125,0,1,1,158
ENSG00000152193,2385,1193,2142,1785,394,396,1247,2387
ENSG00000152207,0,2,1,0,0,0,0,0
ENSG00000152208,1,0,0,0,0,0,0,0
ENSG00000152213,1,0,0,0,0,0,0,0
ENSG00000152214,6,0,3,4,0,0,0,11
ENSG00000152217,3413,75,2980,1269,36,47,157,1506
ENSG00000152219,798,467,706,804,195,118,373,957
ENSG00000152223,1871,1205,1613,1320,481,382,1027,1536
ENSG00000152229,171,112,163,138,46,21,73,180
ENSG00000152234,17546,4172,14889,18609,1603,1317,4275,17672
ENSG00000152240,1197,394,940,919,130,103,334,1148
ENSG00000152242,1736,273,1654,1387,103,110,321,1586
ENSG00000152253,955,350,805,810,139,99,281,992
ENSG00000152254,0,0,0,0,0,0,0,0
ENSG00000152256,7945,634,7215,1471,267,964,2574,1906
ENSG00000152266,0,0,0,0,0,0,0,4
ENSG00000152270,1009,227,876,779,80,83,224,1103
ENSG00000152284,4,141,18,2,28,69,171,6
ENSG00000152291,5528,4476,4901,4053,1726,1716,4997,4335
ENSG00000152292,8,3,4,4,3,0,0,4
ENSG00000152315,3,3,3,13,6,3,3,5
ENSG00000152332,17536,5279,15410,12788,1941,1933,5962,15585
ENSG00000152348,363,327,344,354,110,141,355,401
ENSG00000152359,1185,598,1018,1015,220,192,481,1283
ENSG00000152377,642,6024,519,201,2068,2720,7279,256
ENSG00000152380,275,25,216,147,9,2,12,180
ENSG00000152382,696,416,601,491,177,111,315,580
ENSG00000152402,119,11,107,43,5,0,3,58
ENSG00000152404,1204,164,1010,1029,64,55,146,1402
ENSG00000152409,2366,199,2218,1786,68,59,177,2201
ENSG00000152413,2412,614,2166,1677,223,232,720,2280
ENSG00000152422,434,249,371,445,106,121,229,542
ENSG00000152430,0,0,4,0,0,0,0,0
ENSG00000152433,273,60,261,178,16,21,63,226
ENSG00000152439,425,135,356,325,57,44,134,374
ENSG00000152443,1947,642,1726,1190,247,279,726,1412
ENSG00000152454,385,59,336,353,27,30,69,403
ENSG00000152455,921,240,776,701,107,77,232,875
ENSG00000152457,912,424,674,642,157,108,305,870
ENSG00000152463,14,10,15,11,6,4,10,13
ENSG00000152464,740,302,596,562,95,89,206,666
ENSG00000152465,462,305,367,485,111,83,291,564
ENSG00000152467,0,0,0,0,0,0,0,0
ENSG00000152475,75,16,47,66,6,5,4,44
ENSG00000152484,1563,2080,1462,1079,724,1114,3421,1299
ENSG00000152492,2776,2021,2539,2122,671,653,1939,2347
ENSG00000152495,1,342,0,2,117,77,292,2
